"","state_name","state_postal","KWH","DOLLAREL","HDD65","CDD65","UATYP10","TYPEHUQ","MONEYPY","ENERGYASST20","BA_climate","DIVISION","YEARMADERANGE","KOWNRENT","COOLCNTL","HEATCNTL","LGTINLED","SMARTMETER","TYPETHERM","ATHOME"
"7000","Kentucky","KY",5754.69,810.43,3711,1593,"C",1,7,-2,"Mixed-Humid","East South Central",4,3,2,2,0,0,1,5
"7001","New York","NY",3990.73,1048.86,4231,1315,"U",5,7,-2,"Mixed-Humid","Middle Atlantic",3,2,-2,5,0,0,0,5
"7002","Virginia","VA",21461.8,2571.11,3454,1409,"U",2,16,-2,"Mixed-Humid","South Atlantic",7,1,2,2,4,-4,2,2
"7003","Iowa","IA",21420.78,2222.73,7262,801,"R",2,11,-2,"Cold","West North Central",4,1,1,1,2,1,1,1
"7004","New Jersey","NJ",6936.99,916.09,4488,1221,"U",2,10,-2,"Mixed-Humid","Middle Atlantic",4,1,2,2,0,0,1,3
"7005","South Carolina","SC",7338.76,1020.73,2640,1710,"C",1,1,1,"Mixed-Humid","South Atlantic",5,1,2,1,4,-4,1,5
"7006","New York","NY",6253.26,1661.8,4183,1352,"U",4,13,-2,"Mixed-Humid","Middle Atlantic",7,2,-2,5,1,-4,1,3
"7007","District of Columbia","DC",5267.38,634.17,3336,1713,"U",5,14,-2,"Mixed-Humid","South Atlantic",3,1,2,2,4,0,1,5
"7008","West Virginia","WV",10043.32,1148.36,4545,1127,"C",2,14,-2,"Mixed-Humid","South Atlantic",4,1,1,1,0,0,2,5
"7009","West Virginia","WV",27547.95,2982.69,4744,1038,"R",2,15,-2,"Mixed-Humid","South Atlantic",1,1,1,1,4,-4,1,5
"7010","California","CA",5658.28,882.93,847,4563,"R",1,9,-2,"Hot-Dry","Pacific",5,1,1,2,2,-4,2,5
"7011","Florida","FL",14891.09,1744.54,653,3645,"R",2,9,-2,"Hot-Humid","South Atlantic",7,1,1,2,1,-4,2,5
"7012","Kansas","KS",9058.18,1257.89,4325,1625,"U",2,16,-2,"Mixed-Humid","West North Central",9,1,3,3,1,-4,3,5
"7013","Iowa","IA",5615.07,675.92,6060,952,"U",2,7,-2,"Cold","West North Central",2,1,4,4,2,0,1,5
"7014","North Dakota","ND",11826.19,1195.5,9191,445,"R",2,8,-2,"Very-Cold","West North Central",6,1,1,1,4,-4,1,5
"7015","New Hampshire","NH",2351.81,448.48,6025,850,"U",5,6,-2,"Cold","New England",1,2,4,2,3,-4,1,5
"7016","District of Columbia","DC",8407.04,985.4,3809,1433,"U",5,11,-2,"Mixed-Humid","South Atlantic",4,2,2,1,3,-4,1,5
"7017","Arizona","AZ",29621.32,3671.88,1069,4901,"U",2,15,-2,"Hot-Dry","Mountain South",5,1,1,1,2,1,1,5
"7018","South Carolina","SC",7471.38,956.43,2781,1614,"R",2,12,-2,"Mixed-Humid","South Atlantic",9,1,1,1,1,1,2,5
"7019","Kentucky","KY",5725.03,924.95,3759,1554,"C",3,13,-2,"Mixed-Humid","East South Central",9,1,4,2,0,0,2,5
"7020","Vermont","VT",4570.34,952.02,6964,539,"C",5,8,-2,"Cold","New England",2,2,4,4,0,0,1,2
"7021","Michigan","MI",7239.71,1150.13,7042,601,"R",2,13,-2,"Cold","East North Central",5,1,-2,1,4,0,2,4
"7022","Virginia","VA",13880.29,1729.02,2636,1835,"U",2,12,-2,"Mixed-Humid","South Atlantic",3,1,1,2,2,-4,1,5
"7023","North Carolina","NC",10156.99,1094.73,2921,1649,"U",2,15,-2,"Mixed-Humid","South Atlantic",8,1,1,1,2,1,1,5
"7024","Florida","FL",29733.12,3483.67,371,3799,"R",2,14,-2,"Hot-Humid","South Atlantic",6,1,2,2,2,1,1,5
"7025","Indiana","IN",5073.83,690.9,5026,1057,"C",2,2,-2,"Cold","East North Central",1,2,-2,-2,1,-4,-2,1
"7026","California","CA",14237.86,957.81,1187,2180,"U",2,15,-2,"Hot-Dry","Pacific",2,1,3,1,3,0,3,5
"7027","Hawaii","HI",4269.39,1450.68,2,2327,"C",2,11,-2,"Hot-Humid","Pacific",4,1,-2,-2,4,0,-2,5
"7028","Connecticut","CT",6613.46,1467.68,4720,1066,"U",2,14,-2,"Cold","New England",4,1,3,3,2,-4,2,3
"7029","Maryland","MD",30418.58,3679.02,4517,1042,"R",2,13,-2,"Mixed-Humid","South Atlantic",5,1,1,1,1,1,3,5
"7030","California","CA",5384.32,870.28,3379,1755,"R",2,6,1,"Hot-Dry","Pacific",6,1,4,4,0,1,0,5
"7031","Arizona","AZ",13463.08,1809.01,1180,4677,"U",3,7,-2,"Hot-Dry","Mountain South",7,1,1,4,2,0,2,5
"7032","Georgia","GA",16928.13,2446.08,1279,3028,"R",1,8,-2,"Hot-Humid","South Atlantic",6,2,2,1,3,-4,2,2
"7033","Illinois","IL",8160.91,1216.17,5550,1211,"U",2,16,-2,"Cold","East North Central",9,1,4,2,3,1,2,5
"7034","Louisiana","LA",13784.09,1527.3,753,3613,"U",2,11,-2,"Hot-Humid","West South Central",1,1,2,2,4,0,1,3
"7035","Colorado","CO",7510.04,765.95,5665,855,"U",2,16,-2,"Cold","Mountain North",4,1,3,3,4,0,3,5
"7036","South Dakota","SD",11333.31,1588.23,8313,680,"R",2,7,-2,"Cold","West North Central",7,1,1,2,2,0,1,0
"7037","Rhode Island","RI",9310.35,2021.13,5384,940,"U",2,13,-2,"Cold","New England",4,1,4,2,3,0,2,5
"7038","Indiana","IN",32967.43,3197.31,5529,837,"R",2,16,-2,"Cold","East North Central",8,1,1,1,2,-4,2,2
"7039","New Jersey","NJ",11775.86,2138.51,4240,1340,"U",2,16,-2,"Cold","Middle Atlantic",1,1,1,3,2,0,2,2
"7040","North Dakota","ND",18641.57,1623.72,8013,440,"R",2,14,-2,"Cold","West North Central",4,1,2,2,0,1,1,5
"7041","Alaska","AK",13644.43,3019.52,10777,1,"U",3,13,-2,"Very-Cold","Pacific",7,2,-2,2,0,0,0,2
"7042","Ohio","OH",7448.6,1021.72,5279,911,"R",1,2,-2,"Cold","East North Central",4,1,1,2,2,0,1,5
"7043","Connecticut","CT",22660,4833.24,5335,843,"U",2,16,-2,"Cold","New England",1,1,3,3,2,1,3,5
"7044","California","CA",11462.61,3025.47,2236,942,"U",2,16,-2,"Hot-Dry","Pacific",3,1,3,3,3,1,3,5
"7045","Pennsylvania","PA",14345.24,1818.43,4746,1198,"U",2,16,-2,"Cold","Middle Atlantic",1,1,3,3,3,0,3,5
"7046","Massachusetts","MA",10742.41,2483.11,5336,901,"U",5,15,-2,"Cold","New England",7,2,1,1,4,-4,2,5
"7047","New York","NY",15602.34,2030.2,6410,608,"R",2,16,-2,"Cold","Middle Atlantic",7,1,1,1,3,0,2,5
"7048","Massachusetts","MA",2221.58,400.73,5220,918,"U",5,14,-2,"Cold","New England",5,2,-2,1,1,-4,1,5
"7049","New Jersey","NJ",6029.28,1118.3,4317,1335,"U",2,16,-2,"Cold","Middle Atlantic",1,1,3,3,1,1,3,5
"7050","Hawaii","HI",4938.17,1461.79,2,2782,"U",2,13,-2,"Hot-Humid","Pacific",3,1,-2,-2,2,-4,-2,5
"7051","Hawaii","HI",3274.74,993.41,0,4311,"C",2,14,-2,"Hot-Humid","Pacific",3,1,-2,-2,0,0,-2,5
"7052","Kansas","KS",9101.79,1157.99,5423,1153,"R",2,13,-2,"Mixed-Humid","West North Central",1,1,1,2,0,0,1,5
"7053","North Dakota","ND",8749,796.88,9415,518,"U",4,11,-2,"Very-Cold","West North Central",2,2,4,1,0,-4,1,5
"7054","Arizona","AZ",11010.51,1273.39,1083,5121,"U",3,10,-2,"Hot-Dry","Mountain South",8,2,2,2,4,1,1,2
"7055","Texas","TX",8976.83,992.21,1110,3541,"U",5,14,-2,"Hot-Humid","West South Central",7,2,2,2,3,-4,1,5
"7056","Texas","TX",11904.68,1379.5,894,3580,"U",4,8,-2,"Hot-Humid","West South Central",5,2,1,2,1,1,2,5
"7057","North Carolina","NC",7485.16,889.41,2171,1961,"C",4,14,-2,"Hot-Humid","South Atlantic",7,2,1,1,2,0,1,0
"7058","Arizona","AZ",17933.76,242.52,1333,4087,"U",2,11,-2,"Hot-Dry","Mountain South",7,1,3,3,2,-4,2,4
"7059","Missouri","MO",10970.5,1344.97,4333,1567,"U",2,15,-2,"Mixed-Humid","West North Central",2,1,1,1,2,1,1,5
"7060","Texas","TX",14426.11,2286.14,734,3797,"C",2,12,-2,"Hot-Humid","West South Central",5,1,1,1,4,-4,2,2
"7061","North Dakota","ND",6397.84,763.8,7952,463,"R",2,15,-2,"Cold","West North Central",9,1,3,3,1,0,3,5
"7062","Kentucky","KY",17613.19,1570.95,3912,1441,"U",2,16,-2,"Mixed-Humid","East South Central",8,1,2,2,1,-4,1,3
"7063","Massachusetts","MA",5227.5,1191.67,6137,784,"U",2,14,-2,"Cold","New England",9,1,4,2,2,0,2,5
"7064","Indiana","IN",9403.55,1177.13,4945,1167,"U",3,8,-2,"Cold","East North Central",4,2,4,4,0,-4,0,2
"7065","California","CA",3588.31,525.45,856,1906,"U",5,16,-2,"Hot-Dry","Pacific",8,2,2,1,3,0,2,5
"7066","Indiana","IN",5920.76,839.6,5017,1101,"U",3,9,-2,"Cold","East North Central",6,1,1,3,0,0,2,5
"7067","Hawaii","HI",1701.07,619.83,0,5065,"U",5,1,-2,"Hot-Humid","Pacific",2,2,-2,-2,0,-4,-2,5
"7068","Kentucky","KY",5010.77,484,4574,1124,"U",5,16,-2,"Mixed-Humid","East South Central",1,1,3,3,1,-4,3,5
"7069","Texas","TX",22302.65,2081.09,1973,2645,"U",2,12,-2,"Hot-Humid","West South Central",7,1,2,4,2,1,2,5
"7070","Texas","TX",10085.96,1194.9,2562,2531,"U",2,14,-2,"Hot-Dry","West South Central",7,1,1,2,4,0,2,2
"7071","Florida","FL",7760.29,860.98,321,4441,"U",5,10,-2,"Hot-Humid","South Atlantic",9,2,1,1,3,0,1,5
"7072","Texas","TX",7318.45,913.81,2032,2612,"U",5,5,-2,"Hot-Humid","West South Central",3,2,1,1,1,-4,1,5
"7073","Georgia","GA",14653.77,1946.4,1137,2946,"R",2,13,-2,"Hot-Humid","South Atlantic",7,1,3,3,2,1,2,5
"7074","Indiana","IN",21971.08,3157.63,5712,885,"U",2,16,-2,"Cold","East North Central",4,1,1,1,3,0,2,1
"7075","Tennessee","TN",11656.49,1236.74,3383,1585,"U",5,15,-2,"Mixed-Humid","East South Central",6,2,1,1,4,-4,2,5
"7076","South Dakota","SD",12491.95,1661.56,6921,1036,"C",2,14,-2,"Cold","West North Central",7,1,1,1,3,-4,1,5
"7077","Colorado","CO",5184.43,778.97,5714,917,"U",3,11,-2,"Cold","Mountain North",9,1,2,2,2,-4,2,5
"7078","Georgia","GA",9496.14,1302.2,1174,3116,"U",3,11,-2,"Hot-Humid","South Atlantic",7,1,1,1,2,0,2,5
"7079","Illinois","IL",5293.13,747.61,5544,1189,"U",2,14,-2,"Cold","East North Central",2,1,2,3,4,-4,2,3
"7080","District of Columbia","DC",8219.16,967.9,3791,1444,"U",5,8,-2,"Mixed-Humid","South Atlantic",1,2,2,2,1,0,2,5
"7081","Pennsylvania","PA",19756.38,1829.39,4955,983,"U",2,16,-2,"Mixed-Humid","Middle Atlantic",2,1,2,3,2,-4,3,5
"7082","Maryland","MD",8866.3,1071.43,3809,1536,"U",3,9,-2,"Mixed-Humid","South Atlantic",5,1,1,1,1,1,1,5
"7083","Louisiana","LA",23184.21,2450.42,797,3496,"U",3,7,-2,"Hot-Humid","West South Central",7,1,2,2,4,-4,2,2
"7084","Michigan","MI",6489.82,1415.14,6432,826,"U",2,10,-2,"Cold","East North Central",1,2,-2,2,4,0,1,5
"7085","Iowa","IA",14921.8,1514.92,6970,917,"C",2,13,-2,"Cold","West North Central",3,1,1,1,3,-4,1,5
"7086","Tennessee","TN",25227.52,2328.13,3845,1102,"U",2,7,-2,"Mixed-Humid","East South Central",7,1,4,4,4,-4,0,5
"7087","Tennessee","TN",8122.97,948.36,3405,1524,"C",2,4,-2,"Mixed-Humid","East South Central",2,3,1,1,4,1,1,5
"7088","Nevada","NV",24826.29,2909.22,1791,4205,"U",2,16,-2,"Hot-Dry","Mountain South",6,1,3,3,1,-4,3,5
"7089","Montana","MT",6141.73,763.72,6597,634,"C",2,13,-2,"Cold","Mountain North",5,1,1,1,2,0,1,0
"7090","Alabama","AL",13212.77,1832.78,2579,1745,"R",1,7,-2,"Mixed-Humid","East South Central",9,1,1,1,2,0,2,5
"7091","Florida","FL",18312.83,2031.76,383,4247,"R",2,14,-2,"Hot-Humid","South Atlantic",7,2,1,-2,1,0,1,5
"7092","North Dakota","ND",44211.46,2996.54,8420,599,"R",2,16,-2,"Cold","West North Central",5,1,1,1,2,1,1,5
"7093","Mississippi","MS",9453.19,1291.59,1893,2227,"R",2,12,-2,"Mixed-Humid","East South Central",7,1,1,2,3,0,2,3
"7094","Massachusetts","MA",7535.76,1359.29,6109,791,"U",2,16,-2,"Cold","New England",1,1,2,3,2,-4,2,5
"7095","California","CA",6923.88,838.19,2174,756,"U",2,12,-2,"Marine","Pacific",7,1,3,3,4,1,3,0
"7096","North Dakota","ND",44952.43,5695.37,8335,443,"R",1,1,1,"Cold","West North Central",3,1,2,2,0,0,1,5
"7097","Oregon","OR",5613.37,804.8,4301,382,"U",2,16,-2,"Marine","Pacific",4,1,3,3,1,-4,2,5
"7098","California","CA",2908.19,613.82,2004,496,"U",2,15,-2,"Marine","Pacific",1,1,-2,3,2,-4,3,5
"7099","Montana","MT",17960.32,2145.67,7273,348,"R",2,11,-2,"Cold","Mountain North",6,1,3,3,0,1,2,5
"7100","Vermont","VT",9584.12,2120.58,7026,742,"R",2,13,-2,"Cold","New England",1,1,4,1,0,-4,1,5
"7101","Oklahoma","OK",7118.23,830.13,3136,2164,"U",2,13,-2,"Mixed-Humid","West South Central",3,1,1,1,4,-4,1,5
"7102","Wisconsin","WI",11570.7,1590.41,6932,702,"U",2,14,-2,"Cold","East North Central",7,1,1,1,3,0,2,3
"7103","Georgia","GA",15917.59,1483.83,2496,1757,"U",2,11,-2,"Mixed-Humid","South Atlantic",4,2,1,1,1,0,1,5
"7104","California","CA",10874.3,2497.67,1322,1990,"U",2,16,-2,"Hot-Dry","Pacific",4,1,2,2,1,1,1,5
"7105","Florida","FL",17220.18,1857.2,531,3526,"U",2,12,-2,"Hot-Humid","South Atlantic",6,1,1,1,3,1,1,5
"7106","Massachusetts","MA",11811.11,2838.75,6126,712,"R",2,15,-2,"Cold","New England",6,1,2,2,4,0,1,5
"7107","Pennsylvania","PA",14389.47,1713.92,5571,774,"C",2,10,-2,"Cold","Middle Atlantic",2,1,1,2,0,0,2,5
"7108","Maryland","MD",3846.83,557.61,4317,1118,"U",4,1,-2,"Mixed-Humid","South Atlantic",4,2,3,4,1,-4,2,0
"7109","Florida","FL",14566.81,1649.07,102,4873,"U",2,13,-2,"Hot-Humid","South Atlantic",3,1,1,-2,1,-4,1,0
"7110","Florida","FL",18934.49,2428.3,1154,3103,"R",2,7,-2,"Hot-Humid","South Atlantic",5,1,1,1,2,1,2,5
"7111","Kansas","KS",5662.72,856.66,4921,1268,"C",3,16,-2,"Mixed-Humid","West North Central",5,2,1,1,1,0,2,5
"7112","Illinois","IL",9341.67,1022.85,5166,1151,"U",5,10,-2,"Cold","East North Central",6,2,2,1,4,-4,2,5
"7113","Rhode Island","RI",19821.53,4237.66,5963,724,"R",2,15,-2,"Cold","New England",4,1,1,1,2,-4,2,5
"7114","Minnesota","MN",15126.41,2264.37,10117,220,"R",2,16,-2,"Very-Cold","West North Central",1,1,1,1,2,0,2,5
"7115","Virginia","VA",19086.28,2292.39,3247,1609,"U",2,14,-2,"Mixed-Humid","South Atlantic",1,1,3,3,2,0,3,5
"7116","Vermont","VT",8878.37,-134.73,6419,584,"R",2,15,-2,"Cold","New England",6,1,4,1,2,1,1,5
"7117","California","CA",1229.44,275.9,974,1444,"U",5,12,-2,"Hot-Dry","Pacific",1,2,5,-2,0,0,0,5
"7118","Illinois","IL",3335.27,435.85,5909,977,"U",3,14,-2,"Cold","East North Central",7,1,1,1,0,0,2,5
"7119","West Virginia","WV",18710.96,2027.73,4991,862,"R",1,6,-2,"Mixed-Humid","South Atlantic",5,1,2,2,4,0,1,5
"7120","Pennsylvania","PA",11453.17,1387.39,4802,1156,"U",1,4,1,"Mixed-Humid","Middle Atlantic",5,1,2,1,0,0,1,5
"7121","Nevada","NV",2612.95,300.02,4532,1148,"U",3,12,-2,"Cold","Mountain South",5,1,-2,3,2,1,3,3
"7122","West Virginia","WV",18801.38,2272.63,3995,1321,"U",3,13,-2,"Mixed-Humid","South Atlantic",8,2,-2,1,3,-4,1,5
"7123","Illinois","IL",6483.36,910.02,6363,829,"U",2,15,-2,"Cold","East North Central",7,1,1,1,2,1,2,5
"7124","New Jersey","NJ",12822.46,1776.55,5300,912,"U",2,16,-2,"Cold","Middle Atlantic",1,1,3,3,4,-4,2,5
"7125","North Carolina","NC",6656.4,905.47,2347,1952,"C",2,16,-2,"Mixed-Humid","South Atlantic",7,1,1,1,0,-4,1,5
"7126","Ohio","OH",13314.02,1646.46,5794,623,"R",2,12,-2,"Cold","East North Central",6,1,1,3,4,0,2,5
"7127","Illinois","IL",7176.49,1025.71,5499,1232,"U",5,16,-2,"Cold","East North Central",7,2,2,2,4,-4,2,2
"7128","Missouri","MO",13033.86,1368.68,4309,1491,"U",2,9,1,"Mixed-Humid","West North Central",5,2,1,1,0,0,1,5
"7129","North Dakota","ND",6576.11,777.6,7991,633,"U",3,13,-2,"Cold","West North Central",4,2,1,1,4,-4,2,5
"7130","New Jersey","NJ",15049.12,2085.76,4791,1105,"U",2,16,-2,"Mixed-Humid","Middle Atlantic",3,1,3,3,2,-4,2,5
"7131","North Carolina","NC",35508.87,3768.56,1848,2218,"U",2,16,-2,"Hot-Humid","South Atlantic",1,1,2,2,4,-4,1,5
"7132","Maryland","MD",2818.96,501.39,4273,1128,"U",3,15,-2,"Mixed-Humid","South Atlantic",3,2,1,2,1,-4,1,5
"7133","New York","NY",13782.08,1833.09,6687,534,"C",2,9,-2,"Cold","Middle Atlantic",2,1,2,2,1,0,2,5
"7134","Massachusetts","MA",2638.01,444.75,6207,757,"C",5,9,0,"Cold","New England",4,2,2,2,2,-4,1,2
"7135","Illinois","IL",18956.43,2677.44,6044,857,"U",2,15,-2,"Cold","East North Central",5,1,1,1,4,1,1,5
"7136","Connecticut","CT",9541.16,2565.18,4734,1099,"U",2,16,-2,"Cold","New England",3,1,4,3,1,0,2,5
"7137","Florida","FL",9883.54,1096.55,476,3966,"U",3,8,-2,"Hot-Humid","South Atlantic",7,1,1,1,3,0,2,5
"7138","North Carolina","NC",11604.68,1528.39,2158,1963,"U",2,10,-2,"Mixed-Humid","South Atlantic",2,2,2,2,3,-4,1,5
"7139","Illinois","IL",8430.11,1190.69,5499,1232,"U",5,16,-2,"Cold","East North Central",7,1,3,3,2,1,2,5
"7140","Washington","WA",6759.69,683.23,4515,202,"U",2,14,-2,"Marine","Pacific",6,1,-2,1,1,1,1,5
"7141","Maryland","MD",46133.17,5528.91,3649,1539,"R",2,14,-2,"Mixed-Humid","South Atlantic",8,1,2,2,4,-4,2,5
"7142","West Virginia","WV",18075.32,2188.12,4483,1121,"U",2,14,-2,"Mixed-Humid","South Atlantic",7,1,1,1,3,0,1,5
"7143","Kentucky","KY",4716.68,629.58,4036,1338,"R",5,12,-2,"Mixed-Humid","East South Central",8,2,1,1,2,-4,2,5
"7144","Pennsylvania","PA",6389.89,918.58,4921,997,"U",5,6,-2,"Cold","Middle Atlantic",1,2,1,3,1,-4,3,3
"7145","North Dakota","ND",11038.02,1173.25,7922,676,"R",3,14,-2,"Cold","West North Central",8,1,2,2,2,-4,2,5
"7146","Georgia","GA",6231.75,831.99,2734,1726,"U",3,13,-2,"Mixed-Humid","South Atlantic",8,1,4,1,2,1,2,5
"7147","Missouri","MO",41805.8,4002.65,4436,1443,"U",2,9,-2,"Mixed-Humid","West North Central",5,1,2,2,0,1,2,5
"7148","Alaska","AK",4182.59,982.47,10496,6,"C",3,7,-2,"Very-Cold","Pacific",5,2,-2,1,1,-4,1,5
"7149","Connecticut","CT",15803.36,3806.61,5636,792,"U",2,14,-2,"Cold","New England",7,1,1,2,4,1,1,5
"7150","Massachusetts","MA",8747.09,1577.79,6539,706,"R",2,12,1,"Cold","New England",5,1,4,1,0,-4,1,5
"7151","New York","NY",9085.97,1193.12,7090,361,"R",2,14,-2,"Cold","Middle Atlantic",5,1,2,1,0,-4,1,5
"7152","Maine","ME",2944.78,533.73,7445,388,"U",5,10,-2,"Cold","New England",4,2,1,1,0,1,2,5
"7153","Tennessee","TN",11472.97,1173.47,2936,2004,"U",2,15,-2,"Mixed-Humid","East South Central",6,1,2,1,1,1,2,5
"7154","Pennsylvania","PA",5017.95,872.62,5095,1036,"U",2,16,-2,"Cold","Middle Atlantic",3,1,3,1,4,1,2,5
"7155","Wisconsin","WI",14554.96,1621.97,7396,769,"C",2,16,-2,"Cold","East North Central",7,1,3,3,3,-4,3,5
"7156","Maryland","MD",6642.69,871.92,3949,1387,"U",2,15,-2,"Mixed-Humid","South Atlantic",3,1,-2,1,1,1,2,0
"7157","Louisiana","LA",17137.31,1637.17,1558,2548,"R",1,10,-2,"Hot-Humid","West South Central",6,1,1,2,2,-4,0,5
"7158","North Dakota","ND",4510.57,613.03,8073,599,"C",2,11,-2,"Cold","West North Central",4,1,4,1,0,1,1,3
"7159","District of Columbia","DC",4998.22,605,3784,1464,"U",3,16,-2,"Mixed-Humid","South Atlantic",2,1,1,2,2,-4,1,5
"7160","Hawaii","HI",31011.95,2018.58,5,3014,"U",2,16,-2,"Hot-Humid","Pacific",7,1,4,-2,2,-4,2,5
"7161","Minnesota","MN",9006.3,1181.91,7081,892,"U",2,16,-2,"Cold","West North Central",6,1,1,1,2,1,2,5
"7162","New York","NY",7408.43,921.6,4311,1239,"U",2,13,-2,"Mixed-Humid","Middle Atlantic",2,1,4,2,4,1,2,5
"7163","South Carolina","SC",13100.72,1653.41,1288,2638,"U",2,16,-2,"Hot-Humid","South Atlantic",2,1,2,4,4,0,1,0
"7164","Hawaii","HI",6066.33,1772.46,2,3259,"U",2,12,-2,"Hot-Humid","Pacific",5,1,-2,-2,4,-4,-2,5
"7165","Virginia","VA",14145.26,1741.27,3516,1572,"U",2,15,-2,"Mixed-Humid","South Atlantic",6,1,1,1,2,1,2,5
"7166","West Virginia","WV",19119.01,2009.32,5013,770,"R",2,6,-2,"Cold","South Atlantic",2,1,4,4,3,-4,0,5
"7167","Vermont","VT",2141.61,572.7,6973,526,"R",2,12,-2,"Cold","New England",4,1,-2,1,4,1,2,2
"7168","New Jersey","NJ",6666.17,1194.64,4219,1363,"U",5,16,-2,"Mixed-Humid","Middle Atlantic",5,1,1,1,4,0,3,5
"7169","West Virginia","WV",10817.66,1341.01,4656,747,"R",2,7,-2,"Mixed-Humid","South Atlantic",5,1,1,1,4,-4,0,5
"7170","Alabama","AL",19595.05,2708.81,2087,2118,"R",2,15,-2,"Mixed-Humid","East South Central",5,1,1,2,4,1,1,5
"7171","Pennsylvania","PA",10214.88,1435.39,6315,509,"R",2,13,-2,"Cold","Middle Atlantic",1,1,4,1,2,-4,2,2
"7172","Hawaii","HI",3984.76,1188.72,0,4980,"U",2,13,-2,"Hot-Humid","Pacific",3,1,5,-2,4,-4,0,2
"7173","Pennsylvania","PA",14782.42,1757.09,4890,1103,"U",3,16,-2,"Cold","Middle Atlantic",1,1,1,2,0,0,1,5
"7174","Arizona","AZ",8705.28,1245.28,987,5082,"U",2,7,-2,"Hot-Dry","Mountain South",7,1,1,1,2,1,3,5
"7175","North Carolina","NC",22924.88,2104.48,3468,1350,"R",2,16,-2,"Mixed-Humid","South Atlantic",7,1,1,1,4,-4,2,5
"7176","Maryland","MD",5613.24,678.79,3808,1538,"U",5,13,-2,"Mixed-Humid","South Atlantic",1,2,4,5,1,-4,0,1
"7177","Alaska","AK",25869.69,5477.96,12150,0,"R",2,14,-2,"Very-Cold","Pacific",7,1,-2,1,2,1,2,4
"7178","Kentucky","KY",16047.21,3024.14,4066,1286,"U",2,15,-2,"Mixed-Humid","East South Central",5,1,1,1,2,1,2,5
"7179","Rhode Island","RI",5994.33,2476.34,5178,900,"U",5,14,-2,"Cold","New England",5,1,2,2,1,-4,2,0
"7180","California","CA",912.54,225.1,1012,1193,"U",5,8,-2,"Hot-Dry","Pacific",2,2,-2,-2,1,0,-2,0
"7181","New York","NY",5914.69,754.55,6599,550,"U",3,9,-2,"Cold","Middle Atlantic",5,1,1,1,0,-4,2,5
"7182","Minnesota","MN",3197.98,410.5,7235,867,"U",5,14,-2,"Cold","West North Central",5,2,4,1,3,-4,1,1
"7183","Maryland","MD",17649.53,2316.68,3609,1597,"U",2,15,-2,"Mixed-Humid","South Atlantic",2,1,1,1,2,1,1,5
"7184","North Dakota","ND",17758.42,2179.97,8711,652,"U",2,16,-2,"Very-Cold","West North Central",4,1,3,3,2,1,3,5
"7185","Alabama","AL",19999.88,2054.76,2841,1669,"U",2,16,-2,"Mixed-Humid","East South Central",7,1,3,3,3,1,3,5
"7186","California","CA",5899.28,1170.72,2227,2071,"U",5,15,-2,"Hot-Dry","Pacific",5,2,2,2,4,0,2,5
"7187","Kansas","KS",4236.32,704.72,4702,1344,"U",2,14,-2,"Mixed-Humid","West North Central",2,1,2,2,3,-4,1,5
"7188","Tennessee","TN",10994.61,1317.64,4112,1040,"C",2,8,-2,"Mixed-Humid","East South Central",1,2,2,2,4,0,1,5
"7189","North Dakota","ND",18660.57,1745.66,8049,429,"R",2,15,-2,"Cold","West North Central",4,1,4,1,1,-4,1,5
"7190","Florida","FL",30971.01,3436.15,451,4037,"U",2,16,-2,"Hot-Humid","South Atlantic",5,1,1,1,3,1,2,5
"7191","Texas","TX",6620.03,727,980,3522,"U",2,15,-2,"Hot-Humid","West South Central",7,1,3,3,4,-4,2,5
"7192","Iowa","IA",4532.99,914.64,6657,763,"U",2,6,-2,"Cold","West North Central",1,3,2,2,4,-4,1,5
"7193","Alabama","AL",15196.66,1506.89,3007,1332,"C",2,4,-2,"Mixed-Humid","East South Central",1,1,2,5,0,1,0,5
"7194","Massachusetts","MA",2186.19,684.22,6060,820,"U",2,10,-2,"Cold","New England",1,2,-2,1,0,1,1,5
"7195","Georgia","GA",13281.98,1910.91,1649,2638,"U",2,11,-2,"Mixed-Humid","South Atlantic",6,1,2,2,4,0,2,5
"7196","Massachusetts","MA",4610.19,1132.14,5285,925,"U",2,16,-2,"Cold","New England",4,1,4,1,2,1,2,5
"7197","New Mexico","NM",3886.19,503.58,3820,1696,"U",3,5,-2,"Cold","Mountain South",4,1,1,1,3,-4,1,5
"7198","California","CA",9085.45,2716.7,1383,1259,"U",2,16,-2,"Hot-Dry","Pacific",3,1,4,4,4,0,3,5
"7199","Michigan","MI",6955.03,1675.63,6328,683,"U",3,8,-2,"Cold","East North Central",3,2,2,4,2,-4,1,5
"7200","Oregon","OR",3051.63,493.54,4883,235,"U",5,6,-2,"Marine","Pacific",4,2,-2,2,2,-4,1,5
"7201","Virginia","VA",9190.8,1193.05,3059,1653,"U",3,11,-2,"Mixed-Humid","South Atlantic",2,2,2,2,4,-4,2,4
"7202","Pennsylvania","PA",9631.99,1001.83,4675,1138,"U",2,15,-2,"Mixed-Humid","Middle Atlantic",2,1,1,3,2,-4,2,5
"7203","Idaho","ID",8618.59,831.12,4717,914,"U",2,13,-2,"Cold","Mountain North",6,1,1,1,1,0,1,5
"7204","New York","NY",4459.7,820.41,5514,853,"R",2,14,-2,"Cold","Middle Atlantic",1,1,4,3,1,1,3,5
