"","state_name","state_postal","KWH","DOLLAREL","HDD65","CDD65","UATYP10","TYPEHUQ","MONEYPY","ENERGYASST20","BA_climate","DIVISION","YEARMADERANGE","KOWNRENT","COOLCNTL","HEATCNTL","LGTINLED","SMARTMETER","TYPETHERM","ATHOME"
"7205","North Carolina","NC",3019.59,620.78,3426,1123,"R",2,5,-2,"Mixed-Humid","South Atlantic",9,1,-2,4,4,0,2,5
"7206","Pennsylvania","PA",13539.36,2101.49,5109,993,"U",2,13,-2,"Cold","Middle Atlantic",3,1,1,1,1,0,2,5
"7207","Idaho","ID",16978.26,1447.33,7086,204,"R",2,10,-2,"Cold","Mountain North",5,1,-2,2,4,0,1,5
"7208","District of Columbia","DC",10354.99,1174.82,3359,1700,"U",5,11,-2,"Mixed-Humid","South Atlantic",3,2,-2,1,1,-4,2,0
"7209","Delaware","DE",8538.54,1197.69,4702,1024,"U",2,13,-2,"Mixed-Humid","South Atlantic",1,1,3,3,4,-4,2,5
"7210","California","CA",2631.4,454.83,1105,930,"U",3,16,-2,"Hot-Dry","Pacific",5,1,3,3,2,0,3,1
"7211","Hawaii","HI",5139.86,1727.51,0,4312,"C",2,10,-2,"Hot-Humid","Pacific",5,1,5,-2,0,0,0,5
"7212","Kentucky","KY",17966.28,1565.47,4522,1201,"U",2,11,-2,"Mixed-Humid","East South Central",3,2,1,1,0,-4,2,5
"7213","Pennsylvania","PA",17340.8,2366.25,6129,669,"C",2,11,-2,"Cold","Middle Atlantic",3,1,1,2,2,-4,1,5
"7214","New York","NY",8518.8,1405.01,5913,889,"U",2,1,-2,"Cold","Middle Atlantic",1,2,-2,4,1,-4,0,5
"7215","Pennsylvania","PA",14007.67,1752.26,5077,1064,"R",2,16,-2,"Cold","Middle Atlantic",4,1,1,1,4,0,1,0
"7216","Texas","TX",5734.57,566.18,1522,3114,"U",3,15,-2,"Hot-Humid","West South Central",9,2,3,3,2,-4,3,5
"7217","Florida","FL",14953.52,1688.49,96,4898,"U",2,13,-2,"Hot-Humid","South Atlantic",3,2,1,-2,1,1,2,5
"7218","Arizona","AZ",23410.32,2862.61,1251,4523,"U",2,16,-2,"Hot-Dry","Mountain South",8,1,1,1,1,-4,3,5
"7219","Michigan","MI",7667.64,1598.82,6461,677,"U",1,15,-2,"Cold","East North Central",8,2,3,1,4,-4,2,5
"7220","Indiana","IN",23253.19,2439.84,5047,1070,"U",2,15,-2,"Cold","East North Central",6,1,1,1,1,0,1,5
"7221","Alabama","AL",12843.91,1663.14,1548,2324,"R",2,14,-2,"Hot-Humid","East South Central",6,1,1,1,4,-4,2,5
"7222","Minnesota","MN",10661.78,1388.08,7201,880,"U",2,16,-2,"Cold","West North Central",2,1,3,3,3,0,2,5
"7223","Tennessee","TN",8551.53,1075.71,3866,1084,"U",2,14,-2,"Mixed-Humid","East South Central",3,1,4,1,3,-4,0,5
"7224","Idaho","ID",5465.22,563.31,5065,1060,"U",2,11,-2,"Cold","Mountain North",2,1,4,2,1,-4,2,5
"7225","Texas","TX",10501.15,1599.29,789,3794,"U",2,14,-2,"Hot-Humid","West South Central",7,1,2,2,4,-4,1,5
"7226","Mississippi","MS",10320.2,1480.31,1854,2238,"R",2,11,-2,"Mixed-Humid","East South Central",4,1,1,1,3,-4,1,5
"7227","Oregon","OR",14628.62,1137.49,4429,340,"C",1,14,-2,"Marine","Pacific",5,1,3,3,2,-4,2,5
"7228","Colorado","CO",2684.33,263.78,6046,698,"R",2,13,-2,"Cold","Mountain North",4,1,-2,1,4,0,1,5
"7229","Louisiana","LA",15238.16,1395.09,1139,3018,"U",2,15,-2,"Hot-Humid","West South Central",9,1,2,2,3,1,2,5
"7230","Pennsylvania","PA",3040.66,429.59,4946,984,"U",5,3,-2,"Cold","Middle Atlantic",1,2,1,1,0,0,2,5
"7231","Tennessee","TN",11714.99,1194.32,2885,2016,"U",2,15,-2,"Mixed-Humid","East South Central",7,1,1,2,4,-4,1,5
"7232","Maryland","MD",8290.84,1302.61,4263,1157,"U",3,11,-2,"Mixed-Humid","South Atlantic",4,1,1,1,1,0,2,5
"7233","Texas","TX",10957.11,1217.76,1113,3494,"U",2,10,-2,"Hot-Humid","West South Central",6,1,5,5,4,0,0,5
"7234","Illinois","IL",4191.33,716.09,5494,1232,"U",4,9,-2,"Cold","East North Central",5,1,4,1,1,-4,2,3
"7235","Wisconsin","WI",4130.7,767.47,7255,675,"U",2,13,-2,"Cold","East North Central",3,1,4,1,2,0,1,3
"7236","Mississippi","MS",13579.47,1694.53,1232,2796,"R",2,13,-2,"Hot-Humid","East South Central",7,1,4,4,1,1,2,0
"7237","Montana","MT",8299.91,1018.61,7141,400,"C",2,11,-2,"Cold","Mountain North",5,1,4,4,0,0,0,5
"7238","New York","NY",2843.75,415.59,5916,887,"U",5,14,-2,"Cold","Middle Atlantic",1,2,2,2,1,-4,0,2
"7239","New York","NY",25414.07,5181.52,4308,1209,"U",2,16,-2,"Mixed-Humid","Middle Atlantic",2,1,3,3,1,0,3,5
"7240","Pennsylvania","PA",5226.81,898.78,5006,1128,"U",4,1,-2,"Cold","Middle Atlantic",5,2,-2,5,0,0,0,5
"7241","Arizona","AZ",5913.11,912.19,4156,1190,"U",2,13,-2,"Mixed-Dry","Mountain South",7,1,1,1,4,1,1,5
"7242","Kentucky","KY",22704.39,2742.46,3969,1240,"C",2,15,-2,"Mixed-Humid","East South Central",1,1,2,2,4,1,1,5
"7243","New York","NY",12802.51,1266.82,6764,512,"R",2,13,-2,"Cold","Middle Atlantic",1,1,-2,2,0,0,2,5
"7244","Florida","FL",4157.27,489.62,264,4437,"U",4,6,-2,"Hot-Humid","South Atlantic",5,3,2,1,2,1,1,5
"7245","Wyoming","WY",4527.72,531.81,8632,78,"C",2,15,-2,"Cold","Mountain North",2,1,-2,3,4,-4,2,5
"7246","Tennessee","TN",10966.35,1126.86,3402,1421,"U",2,7,-2,"Mixed-Humid","East South Central",2,2,1,1,1,0,2,5
"7247","Washington","WA",4632.57,555.31,4648,171,"U",1,8,-2,"Marine","Pacific",4,2,2,2,4,-4,1,4
"7248","North Dakota","ND",3111.78,314.77,8314,418,"R",5,3,-2,"Cold","West North Central",8,2,1,1,0,-4,2,0
"7249","Michigan","MI",5075.9,948.48,5989,836,"U",1,8,-2,"Cold","East North Central",4,1,2,2,4,-4,1,5
"7250","Pennsylvania","PA",9942.94,1283.49,5976,614,"R",2,12,-2,"Cold","Middle Atlantic",3,1,1,1,4,1,1,5
"7251","Indiana","IN",12509.54,1418.1,5905,832,"R",2,10,-2,"Cold","East North Central",1,1,1,1,2,0,2,5
"7252","New Jersey","NJ",6723.82,1242.9,4225,1365,"U",3,4,-2,"Mixed-Humid","Middle Atlantic",7,2,1,2,1,-4,2,0
"7253","Wisconsin","WI",9580.35,1543.41,6311,748,"U",2,16,-2,"Cold","East North Central",7,1,3,3,2,-4,2,2
"7254","Florida","FL",15144.64,1680.26,304,4442,"U",2,14,-2,"Hot-Humid","South Atlantic",5,2,1,-2,1,1,1,5
"7255","Illinois","IL",24648.73,3482.07,5634,1158,"U",2,16,-2,"Cold","East North Central",9,1,3,3,3,-4,3,5
"7256","Tennessee","TN",14363.81,1424.33,2830,2005,"U",2,14,-2,"Mixed-Humid","East South Central",1,1,1,1,2,-4,2,5
"7257","Minnesota","MN",34205.5,4971.43,8949,322,"R",2,9,-2,"Very-Cold","West North Central",6,1,4,5,1,0,0,5
"7258","Kentucky","KY",17342.54,2454.47,3718,1590,"C",2,11,-2,"Mixed-Humid","East South Central",3,2,2,1,4,-4,2,3
"7259","Washington","WA",43889.34,4620.21,4212,304,"R",2,16,-2,"Marine","Pacific",5,1,3,3,4,-4,2,5
"7260","Arkansas","AR",13888.69,1067.37,3292,1709,"U",1,1,-2,"Mixed-Humid","West South Central",7,2,-2,1,0,0,1,1
"7261","Maryland","MD",11003.52,1327.59,3852,1514,"U",3,13,-2,"Mixed-Humid","South Atlantic",4,1,1,2,4,1,2,5
"7262","Ohio","OH",3895.67,492.42,4986,1000,"U",5,2,-2,"Cold","East North Central",4,2,1,1,0,-4,2,5
"7263","New Mexico","NM",18092.06,1553.67,3283,1991,"C",2,11,-2,"Mixed-Dry","Mountain South",4,1,2,1,1,-4,1,5
"7264","Louisiana","LA",17701.07,1590.27,957,3023,"C",1,12,-2,"Hot-Humid","West South Central",8,1,2,2,2,-4,1,0
"7265","New York","NY",11480.54,2757.2,4250,1285,"U",2,9,-2,"Mixed-Humid","Middle Atlantic",9,1,1,1,1,-4,3,5
"7266","North Carolina","NC",17416.38,2030.82,2327,2038,"C",2,12,-2,"Mixed-Humid","South Atlantic",5,1,1,1,2,1,2,4
"7267","Maryland","MD",8235.44,1302.11,4489,1046,"U",2,15,-2,"Mixed-Humid","South Atlantic",5,1,2,2,1,-4,2,5
"7268","New York","NY",14688.26,3177.66,4556,1124,"U",3,13,-2,"Mixed-Humid","Middle Atlantic",3,1,-2,1,4,0,1,5
"7269","Virginia","VA",14324.4,1798.81,3116,1636,"R",2,10,-2,"Mixed-Humid","South Atlantic",3,1,1,1,4,0,1,5
"7270","Kentucky","KY",8103.7,958.46,3669,1661,"U",2,9,-2,"Mixed-Humid","East South Central",4,2,1,2,1,0,2,5
"7271","Virginia","VA",22493.85,2673.54,2658,1792,"U",2,12,-2,"Mixed-Humid","South Atlantic",2,1,2,-2,0,1,2,5
"7272","New Jersey","NJ",4072.44,753.73,4591,1150,"U",2,16,-2,"Mixed-Humid","Middle Atlantic",6,1,-2,2,1,0,2,5
"7273","Florida","FL",23543.67,2465.71,712,3632,"U",2,15,-2,"Hot-Humid","South Atlantic",7,1,1,1,1,0,1,5
"7274","Alabama","AL",26526.28,2840.76,1796,2460,"R",1,7,1,"Hot-Humid","East South Central",4,1,2,2,2,0,0,5
"7275","Virginia","VA",17545.14,2067.09,2791,1879,"U",2,15,-2,"Mixed-Humid","South Atlantic",5,1,2,2,1,0,2,3
"7276","Minnesota","MN",12163.46,2071.39,8136,442,"R",2,13,-2,"Cold","West North Central",1,1,1,1,4,0,2,5
"7277","Hawaii","HI",11811.86,629.46,5,2993,"U",2,14,-2,"Hot-Humid","Pacific",8,1,4,-2,1,1,0,5
"7278","Delaware","DE",8322.64,571.06,4181,1273,"U",2,12,-2,"Mixed-Humid","South Atlantic",4,1,4,4,2,0,3,5
"7279","Illinois","IL",8296.17,1191.53,5748,1104,"U",2,14,-2,"Cold","East North Central",2,1,3,3,2,1,3,0
"7280","Hawaii","HI",6513.19,1895.97,1,3287,"U",2,13,-2,"Hot-Humid","Pacific",4,1,-2,-2,0,0,-2,5
"7281","New Jersey","NJ",7567.67,1044.4,4413,1243,"U",3,13,-2,"Mixed-Humid","Middle Atlantic",7,1,1,1,0,0,2,5
"7282","Pennsylvania","PA",4156.6,660.27,4726,1157,"R",2,11,-2,"Cold","Middle Atlantic",2,1,1,1,4,1,1,5
"7283","Alaska","AK",4226.74,981.75,10055,2,"R",2,14,-2,"Very-Cold","Pacific",8,1,-2,1,2,-4,1,5
"7284","Arizona","AZ",28061.03,3392.28,882,5339,"U",2,16,-2,"Hot-Dry","Mountain South",3,1,1,1,0,-4,2,5
"7285","Massachusetts","MA",11134.97,2008.51,6025,773,"U",4,7,1,"Cold","New England",3,2,-2,1,4,-4,2,5
"7286","West Virginia","WV",17607.39,2106.96,4324,1112,"R",2,14,-2,"Mixed-Humid","South Atlantic",7,1,3,3,1,0,3,5
"7287","North Carolina","NC",11512.81,1218.62,2839,1612,"U",2,14,-2,"Mixed-Humid","South Atlantic",7,1,1,2,4,0,2,5
"7288","Texas","TX",27475.12,3134.1,2084,2411,"R",2,16,-2,"Hot-Humid","West South Central",4,1,3,3,2,1,2,5
"7289","New York","NY",6942.02,1677.18,4896,959,"U",2,16,-2,"Mixed-Humid","Middle Atlantic",2,1,3,3,3,1,3,5
"7290","Texas","TX",16479.44,1660.46,1971,2387,"U",1,8,-2,"Hot-Humid","West South Central",5,1,2,2,1,0,1,5
"7291","New Hampshire","NH",7323.43,1388.61,6570,603,"R",2,13,-2,"Cold","New England",5,1,-2,2,2,0,1,0
"7292","New Jersey","NJ",17124.36,3025.52,4736,1111,"U",2,16,-2,"Cold","Middle Atlantic",8,1,3,3,4,0,3,5
"7293","Kentucky","KY",11793.08,1131.12,4642,1146,"U",2,15,-2,"Mixed-Humid","East South Central",1,1,2,2,2,0,2,5
"7294","Michigan","MI",13418.62,2532.83,6438,786,"U",2,11,1,"Cold","East North Central",2,1,1,1,2,1,1,5
"7295","West Virginia","WV",16845.88,1882.9,4541,1129,"C",2,8,-2,"Mixed-Humid","South Atlantic",5,1,4,1,1,0,1,5
"7296","District of Columbia","DC",6559.48,808.78,3336,1712,"U",3,16,-2,"Mixed-Humid","South Atlantic",1,1,1,1,4,-4,2,4
"7297","Texas","TX",15928.09,1769.48,1415,3043,"U",2,16,-2,"Hot-Humid","West South Central",8,1,1,1,3,-4,3,5
"7298","Kentucky","KY",13087.6,1442.72,3819,1533,"U",2,15,-2,"Mixed-Humid","East South Central",1,1,1,1,1,-4,3,5
"7299","Wisconsin","WI",5458.83,838.1,7305,598,"U",2,8,-2,"Cold","East North Central",3,3,2,2,3,-4,1,5
"7300","Iowa","IA",9796.88,1181.95,6150,1070,"U",2,12,-2,"Cold","West North Central",2,2,1,1,4,0,1,5
"7301","Hawaii","HI",19285.02,177.86,0,4832,"U",2,15,-2,"Hot-Humid","Pacific",3,1,-2,-2,4,1,-2,5
"7302","Florida","FL",25060.92,2889.61,138,4621,"U",2,15,-2,"Hot-Humid","South Atlantic",7,1,1,-2,2,1,2,2
"7303","Kentucky","KY",14723.39,1609.84,4371,1084,"U",2,15,-2,"Mixed-Humid","East South Central",1,1,1,1,3,-4,2,5
"7304","California","CA",2644.61,120.23,2145,961,"U",2,12,-2,"Marine","Pacific",2,1,4,1,3,1,1,5
"7305","Ohio","OH",5747.9,608.86,5191,1144,"C",2,9,-2,"Cold","East North Central",1,1,2,2,1,-4,2,5
"7306","Texas","TX",12429.73,565.96,2011,2814,"U",2,12,-2,"Hot-Dry","West South Central",4,1,3,3,3,0,3,5
"7307","Massachusetts","MA",2433.57,472.41,5228,918,"U",4,12,-2,"Cold","New England",5,2,-2,1,0,-4,1,0
"7308","West Virginia","WV",8046.43,1111.69,4308,1152,"U",2,14,-2,"Mixed-Humid","South Atlantic",2,1,2,2,2,-4,1,2
"7309","Massachusetts","MA",8011.29,1837.78,5421,899,"U",2,16,-2,"Cold","New England",1,1,4,1,2,-4,1,5
"7310","New Jersey","NJ",1733.21,355.78,4300,1341,"U",4,14,-2,"Cold","Middle Atlantic",1,2,1,2,1,-4,1,5
"7311","Vermont","VT",4974.95,1103.16,6361,686,"C",3,9,1,"Cold","New England",5,1,4,1,1,0,2,5
"7312","New York","NY",9126.98,1204.37,6904,627,"R",2,13,-2,"Cold","Middle Atlantic",9,1,4,1,2,-4,1,0
"7313","Tennessee","TN",9694.28,1281.75,3362,1538,"R",2,8,-2,"Mixed-Humid","East South Central",7,1,1,1,1,1,1,5
"7314","Hawaii","HI",2623.02,850.27,0,5069,"U",2,14,-2,"Hot-Humid","Pacific",3,2,4,-2,4,0,0,5
"7315","California","CA",3828.91,843.44,2080,2594,"U",3,7,1,"Hot-Dry","Pacific",5,1,1,1,2,-4,2,5
"7316","North Dakota","ND",8288.65,937.71,7997,445,"C",2,16,-2,"Cold","West North Central",4,1,1,1,4,1,1,5
"7317","California","CA",2019.47,552.46,1324,849,"U",3,13,-2,"Hot-Dry","Pacific",9,1,-2,-2,0,-4,-2,1
"7318","New York","NY",4780.31,1358.89,4188,1349,"U",4,8,1,"Mixed-Humid","Middle Atlantic",6,1,4,1,1,1,1,5
"7319","Washington","WA",2359.33,266.48,4250,286,"U",5,14,-2,"Marine","Pacific",9,2,4,1,2,-4,2,5
"7320","Texas","TX",18133.98,2068.55,580,3939,"U",2,16,-2,"Hot-Humid","West South Central",5,1,2,2,3,1,1,5
"7321","Alabama","AL",19992.71,2646.99,2110,2184,"U",2,8,-2,"Mixed-Humid","East South Central",1,1,2,2,3,1,2,5
"7322","Hawaii","HI",13273.43,604.11,0,4910,"C",2,7,-2,"Hot-Humid","Pacific",5,1,4,-2,2,-4,0,5
"7323","Colorado","CO",6400.3,672.41,5707,832,"U",3,8,-2,"Cold","Mountain North",5,1,1,3,1,-4,2,5
"7324","Indiana","IN",5798.66,905.42,5822,889,"U",2,5,-2,"Cold","East North Central",1,1,1,1,3,0,1,5
"7325","Massachusetts","MA",9918.94,2529.22,5404,907,"U",5,16,-2,"Cold","New England",4,2,2,2,2,0,1,5
"7326","Missouri","MO",19105.7,2453.4,3927,1440,"R",2,3,-2,"Mixed-Humid","West North Central",1,1,-2,5,2,1,0,5
"7327","Kentucky","KY",14297.63,1562.7,3898,1459,"U",2,10,-2,"Mixed-Humid","East South Central",6,1,3,3,2,0,2,5
"7328","Wisconsin","WI",8704.16,1604.76,7355,656,"U",2,15,-2,"Cold","East North Central",4,1,3,3,3,0,2,5
"7329","Indiana","IN",6484.31,781.88,5081,1054,"C",2,8,-2,"Cold","East North Central",3,1,2,1,0,1,2,1
"7330","South Dakota","SD",9417.21,1059.76,7081,1023,"U",2,15,-2,"Cold","West North Central",3,1,5,3,4,0,2,5
"7331","Indiana","IN",4656.85,889.11,3978,1549,"U",2,15,-2,"Mixed-Humid","East North Central",6,2,1,1,0,-4,2,4
"7332","Pennsylvania","PA",13328.64,1695.21,4745,1120,"R",2,13,-2,"Mixed-Humid","Middle Atlantic",1,2,1,1,4,-4,2,5
"7333","Louisiana","LA",13046.1,1108.74,1144,3020,"U",2,7,-2,"Hot-Humid","West South Central",1,1,1,1,4,1,2,5
"7334","Wyoming","WY",16362.52,1826.95,6704,833,"R",2,11,-2,"Cold","Mountain North",4,1,1,1,4,0,1,5
"7335","Colorado","CO",6427.16,662.09,5628,882,"U",5,13,-2,"Cold","Mountain North",5,2,1,4,0,-4,1,5
"7336","South Carolina","SC",15018.37,1818.99,1581,2695,"R",2,7,-2,"Mixed-Humid","South Atlantic",4,1,-2,1,3,-4,0,5
"7337","Indiana","IN",9289.19,1194.04,4944,1169,"U",3,12,0,"Cold","East North Central",2,2,4,2,1,-4,1,4
"7338","Washington","WA",12867.07,1543.41,4314,256,"U",2,10,-2,"Marine","Pacific",5,1,4,3,2,-4,2,5
"7339","Florida","FL",18406.06,163.7,627,3703,"U",2,15,-2,"Hot-Humid","South Atlantic",7,1,3,3,0,-4,3,5
"7340","Colorado","CO",2646.6,260.53,5617,883,"U",5,13,-2,"Cold","Mountain North",4,1,2,4,0,-4,0,5
"7341","New York","NY",3113.23,527.45,6552,717,"U",2,14,-2,"Cold","Middle Atlantic",2,1,3,3,1,-4,3,5
"7342","Nebraska","NE",9921.4,1107.42,5868,1054,"R",2,12,-2,"Cold","West North Central",8,2,2,2,3,0,1,5
"7343","Illinois","IL",6261.7,878.79,5799,1071,"U",3,7,0,"Cold","East North Central",4,2,2,2,4,-4,2,5
"7344","Wisconsin","WI",6621.68,1165.04,6791,737,"U",4,1,-2,"Cold","East North Central",7,2,-2,3,2,-4,2,5
"7345","New Jersey","NJ",7382.65,1364.05,4311,1299,"U",2,5,1,"Mixed-Humid","Middle Atlantic",2,1,2,2,0,-4,1,5
"7346","Georgia","GA",21482.81,2574.05,2483,1765,"R",2,13,-2,"Mixed-Humid","South Atlantic",5,1,1,1,2,1,1,5
"7347","Illinois","IL",12647.59,1303.63,4430,1449,"U",2,14,-2,"Mixed-Humid","East North Central",6,1,3,4,2,-4,3,5
"7348","Oklahoma","OK",6879.56,820.78,2884,2040,"C",2,7,-2,"Mixed-Humid","West South Central",3,1,2,2,4,1,1,1
"7349","California","CA",3229.59,632.2,2596,179,"C",2,15,-2,"Marine","Pacific",4,2,-2,-2,2,1,-2,0
"7350","Texas","TX",13497.97,1732.92,788,3788,"U",5,2,-2,"Hot-Humid","West South Central",9,3,1,2,3,0,1,5
"7351","Idaho","ID",15723.36,1562.01,5065,1060,"U",2,14,-2,"Cold","Mountain North",2,1,3,3,0,-4,2,1
"7352","Florida","FL",13592.83,1312.02,397,4322,"U",2,12,-2,"Hot-Humid","South Atlantic",7,1,1,1,1,-4,1,5
"7353","Tennessee","TN",15537.35,1348.57,3157,1586,"U",2,14,-2,"Mixed-Humid","East South Central",7,1,3,3,3,-4,2,5
"7354","Missouri","MO",6085.27,899.95,4808,1280,"U",2,14,-2,"Mixed-Humid","West North Central",5,1,1,1,4,-4,2,5
"7355","California","CA",3258.66,590.74,912,2194,"U",2,10,-2,"Hot-Dry","Pacific",3,1,5,4,2,1,2,5
"7356","Iowa","IA",19911.7,2183.03,6541,913,"U",2,14,-2,"Cold","West North Central",7,1,1,1,0,-4,2,5
"7357","Vermont","VT",7514.35,1084.96,7452,560,"C",2,13,-2,"Cold","New England",6,1,4,3,2,0,2,3
"7358","North Carolina","NC",5127.12,629.66,2618,1749,"U",5,14,-2,"Mixed-Humid","South Atlantic",6,2,1,1,0,1,1,5
"7359","California","CA",5297.49,821.62,2407,2346,"U",2,13,-2,"Hot-Dry","Pacific",3,1,2,1,2,-4,1,5
"7360","West Virginia","WV",15634.08,1651.83,5748,741,"R",2,8,-2,"Cold","South Atlantic",6,1,1,2,3,0,1,5
"7361","Texas","TX",14063.7,2004.64,767,3697,"U",2,7,-2,"Hot-Humid","West South Central",5,1,1,-2,0,1,1,5
"7362","Montana","MT",9335.37,1141.17,7433,265,"U",2,15,-2,"Cold","Mountain North",7,1,3,3,1,-4,2,5
"7363","District of Columbia","DC",9710.38,1069.42,3470,1639,"U",3,16,-2,"Mixed-Humid","South Atlantic",1,1,4,3,4,1,2,5
"7364","Montana","MT",3933.33,507.26,8780,79,"C",2,11,-2,"Cold","Mountain North",1,1,4,1,2,-4,1,5
"7365","Wyoming","WY",22017.78,2334.25,6856,714,"R",1,16,-2,"Cold","Mountain North",7,1,2,1,1,1,3,0
"7366","Virginia","VA",14811.73,1846.39,4234,1159,"U",4,11,-2,"Mixed-Humid","South Atlantic",4,2,1,1,4,1,1,5
"7367","Georgia","GA",15221.82,2004.1,1908,2217,"R",1,10,-2,"Mixed-Humid","South Atlantic",4,1,1,1,0,0,1,5
"7368","Louisiana","LA",18403.98,1713.46,1080,3008,"R",1,11,-2,"Hot-Humid","West South Central",7,1,2,2,2,0,0,5
"7369","Virginia","VA",10277.82,1253.56,4114,1247,"U",5,12,-2,"Mixed-Humid","South Atlantic",4,2,1,1,3,0,2,5
"7370","Texas","TX",20889.73,2210.8,899,3562,"U",2,16,-2,"Hot-Humid","West South Central",5,1,3,3,2,1,3,5
"7371","New Hampshire","NH",1223.25,228.58,6073,816,"U",5,9,0,"Cold","New England",5,2,2,2,1,-4,1,0
"7372","Minnesota","MN",4966.5,555.26,8970,310,"C",2,11,-2,"Very-Cold","West North Central",5,1,5,1,0,0,1,5
"7373","Indiana","IN",29514.2,3115.83,6000,826,"R",2,16,-2,"Cold","East North Central",6,1,3,3,2,0,3,0
"7374","Virginia","VA",5861.08,794.14,2867,1853,"U",3,12,-2,"Mixed-Humid","South Atlantic",7,1,3,1,4,0,2,5
"7375","South Carolina","SC",21495.61,2693.21,2793,1591,"U",2,14,-2,"Mixed-Humid","South Atlantic",2,1,1,1,4,-4,2,5
"7376","Kansas","KS",11090.06,1632.01,4858,1280,"U",2,16,-2,"Mixed-Humid","West North Central",6,1,1,1,2,0,2,5
"7377","Mississippi","MS",25490.46,2215.17,2948,1761,"C",2,15,-2,"Mixed-Humid","East South Central",6,1,3,3,2,1,2,5
"7378","Texas","TX",8527.61,1009.61,1009,3008,"R",2,11,-2,"Hot-Humid","West South Central",2,2,2,2,4,1,0,5
"7379","Illinois","IL",2761.84,462.18,6236,879,"U",3,15,-2,"Cold","East North Central",5,1,1,1,0,-4,1,5
"7380","Maine","ME",9113.54,1450.86,7166,434,"R",2,14,-2,"Cold","New England",4,1,1,1,2,1,2,3
"7381","Hawaii","HI",13426.31,3752.96,2,3039,"U",2,15,-2,"Hot-Humid","Pacific",1,1,4,-2,2,1,0,5
"7382","California","CA",2657.21,539.78,1084,919,"U",5,12,-2,"Hot-Dry","Pacific",3,2,-2,-2,2,-4,-2,5
"7383","Missouri","MO",4744.93,628.32,4394,1466,"U",2,11,-2,"Mixed-Humid","West North Central",1,1,3,3,1,1,2,0
"7384","Arizona","AZ",6860.11,1218.56,6308,258,"U",3,15,-2,"Cold","Mountain South",2,2,-2,2,4,-4,2,5
"7385","North Carolina","NC",7465.27,695.03,2208,2118,"U",2,15,-2,"Mixed-Humid","South Atlantic",9,1,1,3,1,-4,2,3
"7386","Alaska","AK",11305.24,4229.18,13690,0,"R",3,1,-2,"Subarctic","Pacific",7,2,-2,4,4,1,2,5
"7387","North Carolina","NC",9369.39,1315.28,2655,1749,"R",2,11,-2,"Mixed-Humid","South Atlantic",7,1,1,1,0,-4,1,5
"7388","New York","NY",4003.52,562.42,7086,381,"R",2,5,1,"Cold","Middle Atlantic",1,1,-2,2,3,-4,1,1
"7389","Oregon","OR",8394.27,1200.33,4156,433,"U",3,13,-2,"Marine","Pacific",4,1,3,3,2,-4,3,5
"7390","Arizona","AZ",20442.96,2954.66,2235,2239,"R",1,12,-2,"Hot-Dry","Mountain South",5,1,3,3,1,-4,2,5
"7391","Kansas","KS",3437.24,348.38,5026,1302,"R",2,5,1,"Mixed-Humid","West North Central",2,2,1,1,4,1,1,5
"7392","Vermont","VT",9041.03,1860.66,6709,811,"C",2,9,-2,"Cold","New England",1,1,2,2,2,0,1,5
"7393","Missouri","MO",11041.51,1237.67,4406,1284,"R",2,4,-2,"Mixed-Humid","West North Central",1,1,2,2,4,-4,2,5
"7394","Tennessee","TN",24935.13,2298.59,3425,1362,"C",2,12,-2,"Mixed-Humid","East South Central",4,1,1,1,2,-4,1,5
"7395","Florida","FL",15481.99,1614.62,99,4991,"U",5,2,-2,"Hot-Humid","South Atlantic",4,2,1,-2,0,-4,2,5
"7396","Kansas","KS",16404.73,2319.12,4745,1314,"U",2,14,-2,"Mixed-Humid","West North Central",6,1,2,1,3,1,2,5
"7397","Arkansas","AR",9455.62,1222.31,3569,1428,"R",2,16,-2,"Mixed-Humid","West South Central",7,1,3,1,3,-4,2,5
"7398","Maine","ME",6675.68,1093.36,6951,415,"R",2,15,-2,"Cold","New England",1,1,-2,1,2,1,1,5
"7399","West Virginia","WV",4162.74,511.28,5038,919,"C",4,2,-2,"Cold","South Atlantic",3,2,1,1,0,-4,1,5
"7400","Nebraska","NE",32122.58,2648.03,6167,1068,"R",2,16,-2,"Cold","West North Central",1,1,3,3,2,1,2,5
"7401","Ohio","OH",13800.25,1682.06,5010,1110,"U",2,16,-2,"Cold","East North Central",7,1,1,1,4,-4,2,5
"7402","Michigan","MI",7078.86,1511.8,6321,786,"U",2,10,-2,"Cold","East North Central",3,1,3,3,3,1,2,5
"7403","Vermont","VT",6575.78,1397.42,8319,337,"R",1,7,-2,"Cold","New England",5,2,-2,1,1,0,1,5
"7404","Texas","TX",14810.15,1561.11,2159,2513,"U",2,16,-2,"Hot-Humid","West South Central",9,1,3,3,1,1,3,5
"7405","Arizona","AZ",24538.09,2622.26,875,5357,"U",3,13,-2,"Hot-Dry","Mountain South",7,2,2,2,2,1,2,5
"7406","Oregon","OR",8315.58,1128.86,4537,304,"U",5,13,-2,"Marine","Pacific",5,2,-2,4,2,0,0,5
"7407","Oklahoma","OK",18638.03,1865.1,3249,1831,"U",3,11,-2,"Mixed-Humid","West South Central",7,1,1,1,1,1,2,5
"7408","Virginia","VA",12432.91,1554.66,4221,1085,"C",4,11,-2,"Mixed-Humid","South Atlantic",1,2,2,2,3,-4,1,4
